21675.5627974608,21716.108190272822
21716.108190272822,21732.884064467926
21732.884064467926,21789.904808698633
21789.904808698633,21832.350473319246
60827.27381375797,60869.47626689915
60869.47626689915,60886.08501511987
60886.08501511987,60936.89992434846
60936.89992434846,60961.152926403636
60972.282088653024,60987.57133329976
61553.86861382387,61635.95902851856
61691.00459435535,61705.024443866074
61714.555731406224,61728.08301078192
70279.63005024527,70601.08982293392
70601.08982293392,70607.73453614058
70623.11616166367,70625.40216254942
70674.1248798476,70688.01437767403
70700.7002158333,70702.68386857031
70708.29767174997,70719.35210357014
70739.4512540617,70764.2654124644
70764.2654124644,70775.77703534487
70812.88207574854,70844.80758629023
70844.80758629023,70864.17460387209
18298.449936637815,18325.373372702437
18325.373372702437,18338.373438273575
65820.50909341949,65821.03473104686
65821.03473104686,65864.4078297184
65864.4078297184,65866.74285836752
65871.06074709815,66174.28648126635
66174.28648126635,66227.3913983516
66227.3913983516,66254.0706837474
66254.0706837474,66270.28969700723
68071.86839505757,68092.2204258664
68717.03252494516,68924.80395366794
70417.12924725909,71034.29702697678
71034.29702697678,71070.12265720988
71081.420372857,71095.51644580811
71098.0734468733,71133.15808536678
71170.00597285807,71200.73427547877
71200.73427547877,71206.59007443608
71227.15651072585,71227.77860269355
71243.47500143749,71253.15084884065
71253.15084884065,71258.15621278074
71270.58175765167,71282.85430724986
71298.80648824348,71334.8362262354
71334.8362262354,71343.35904197097
71557.09650746871,71716.3095128378
71716.3095128378,71733.1340945908
71736.4598968107,71751.35691510444
71811.62960011936,71851.59829686543
71900.36074223636,71900.76840920017
71900.76840920017,71972.3573684233
71972.3573684233,72011.50318275808
72011.50318275808,72032.08825167488
72032.08825167488,72045.79761139963
72374.85861747012,72756.45076228866
72756.45076228866,72775.32451579216
72785.12228315927,72811.99720016544
72811.99720016544,72830.273836892
83444.9523674044,83454.22010372738
83454.22010372738,83490.23559069837
83490.23559069837,83505.93449279707
83533.34386836845,83537.10686507582
83545.85849302956,83553.72364178287
83596.39863765985,83616.37817468059
