8765.240916356106,8837.344329309935
8857.843392999537,8869.628049647185
9036.928357037585,9053.549116842622
9103.673076142226,9104.27417018647
9198.149396517905,9211.164189666497
9223.90104299176,9230.533231566349
9354.22912642394,9388.388433967371
9418.840435196289,9484.582765480474
9531.351335673131,9538.597248896025
14403.86069319435,14409.3330834896
14417.186555388602,14459.549444430762
14461.835391142646,14476.913025111135
14529.206186912006,14533.085597778583
14541.736694126652,14550.214055844752
14558.399127081986,14572.124208601295
14697.467605191045,14706.659045491042
14720.604661751584,14747.067455738072
14757.563393484385,14766.66510658503
14810.196118569007,14811.654876918608
19205.371059671845,19353.508565567645
52916.80525422205,53400.06622734287
53595.45815613203,53603.87751294258
53667.23594491427,53713.21832037982
8073.437974395049,8617.520286526384
8665.557152819245,8696.31307353068
8755.379480451487,8763.14412012072
8834.605599861308,8905.393021349279
8971.147680665443,8988.270425265151
8993.978738007625,9043.340928560037
11851.299111837676,13235.327237467178
13252.287836561038,13263.639270610274
13277.68345485959,13277.927082189206
13282.759919909358,13311.812121042956
13317.255404091173,13364.726854006663
13376.828688847378,13392.361823001462
13565.653719153232,13572.184576568594
16615.41378007739,16625.626075233904
17553.554668009216,17744.79036155143
17786.463967824107,17870.362058201263
18064.708854589673,18124.37499741681
18136.087531930174,18146.655265127738
29599.87895277642,29923.69343332594
29931.786610448562,29992.690821217806
30211.970244745135,30271.67114803926
33763.57563389219,33817.1082603351
33901.91120346288,33914.802872934524
46122.37233079479,46233.270870857414
46252.0451007182,46260.94037907339
46299.75945941848,46309.67496854798
47010.54838325387,47094.36231472576
47629.2850788333,47687.7160938826
47704.53091522425,47738.97953805464
55765.28014497721,56344.65626088965
57466.35912103019,58254.58270296281
58270.89896085626,58299.74647436025
58301.71787232542,58309.03395327826
58330.4137668412,58351.15981363261
58969.16586619051,59028.70277429138
59038.00655224369,59066.67261546859
59225.329045890416,59228.34052085369
59379.92628292427,59443.7786608941
61975.456161312155,62495.18151258945
62597.15579510908,62602.42220325486
63178.48825447324,63600.42258716449
68038.98119339344,68409.28638391857
68462.97634688263,68501.62291119253
68542.42293371465,68553.73031298364
69952.84679715135,70081.08860196779
70918.30400618142,71201.64639526009
71220.96065692352,71280.40676906577
71294.39232799012,71323.12863894865
71437.48899732773,71443.0788456733
71475.85152071327,71479.73183901701
71488.35399522867,71502.23097709403
71560.47682177667,71571.88545214503
71578.37703586808,71581.73397137254
71732.09658846504,71779.34215959576
71790.50840832204,71793.52204655601
73094.37721653104,73380.76579689291
73409.58338797152,73423.22685831986
75035.27959257328,75187.85944861043
83452.44598764738,83683.7727838927
83975.45060704494,83990.2386914504
