2216.2856590222846,2240.697118079466
2752.5799194760507,2972.455413708637
3463.8634596458205,3664.659185242889
4177.307979300972,4362.148053415567
4857.694734627297,6165.317910035008
6355.352079425085,7042.184851108248
7252.2984609038,8747.857400605637
9242.392405688557,9242.392405688557
10703.136568506388,10703.136568506388
11211.447810541431,11800.495115462523
12302.587520387422,12704.5624276269
13210.94938397189,13210.94938397189
13715.119471624419,14409.3330834896
14902.390851513594,14906.479409534695
15432.688243532319,15432.688243532319
16915.070731582546,16918.760738530822
17418.98630120622,17435.797869751917
17939.78715998508,18185.918302667185
18696.61756266313,19441.926852549554
19895.873726973947,20174.640337523833
20694.047995559424,20694.047995559424
21199.066810732438,21765.38923634245
22207.317786288488,23160.78881504287
23671.515973650585,25716.79247268287
27079.90649892193,27574.642896827536
28085.872344334377,28865.40629524848
29373.2036684679,29968.2573832961
30464.82515679384,31514.817580070365
32030.24031791307,32069.441453225667
32552.042509297968,32894.07075681075
33122.250933949865,34154.92330035086
34237.15217312333,35742.60727679154
35922.167953695876,36799.57685642284
37725.16496868391,38009.9741043302
38507.53724708465,39030.43064082859
39532.661645983244,39873.97882272096
40167.075380735405,41202.6818013798
41722.08053613247,41725.71197051829
42238.22147025642,42317.369565378605
42792.28047421748,43419.61759855197
43927.07197751436,44193.215164290756
44681.35275533137,44724.22431286981
46056.14975980862,46056.14975980862
46559.01500859709,46653.2529439334
47139.650808463506,47669.4794182075
47801.936764689606,48285.2880733456
48792.40755636751,49153.9515898894
49301.65485436242,50163.74412735753
50670.004953246724,50711.8048567171
51156.95198092202,51329.44553202437
51829.90938949206,51879.55373158014
53400.06622734287,53400.06622734287
53885.20857134943,54728.59832714267
54881.44052603931,55244.92741365402
55626.18480855865,55929.108751622094
56459.15556935761,56582.25218223681
57110.910825602856,57110.910825602856
57603.560114221356,57655.00994459236
58168.50745039494,58380.88061268276
58675.39791329914,59281.02240001001
60797.748041059545,60797.748041059545
61304.619856875404,61381.799251857345
61889.16100893664,61889.16100893664
62396.973628541455,62509.19256775724
63019.166090630235,63022.909878074846
63528.133705438515,63560.91091266209
64059.82850513331,64562.81015837664
65071.273222323274,65670.60685312728
66152.82643066456,66332.49351613743
